曲线名称,日期,3月,6月,1年,3年,5年,7年,10年,30年
中债商业银行普通债收益率曲线(AAA),2020-12-28,2.6447,2.8011,2.9939,3.4149,3.6206,3.8217,3.927,4.477
中债中短期票据收益率曲线(AAA),2020-12-28,2.7627,2.8879,3.1643,3.5859,3.8358,4.0325,4.1471,
中债中短期票据收益率曲线(AAA),2020-12-29,2.7581,2.8779,3.1812,3.5914,3.799,3.9976,4.1122,
中债商业银行普通债收益率曲线(AAA),2020-12-29,2.7255,2.8267,3.0498,3.4324,3.6078,3.7868,3.8921,4.4954
中债国债收益率曲线,2020-12-29,2.3633,2.5165,2.5486,2.8505,2.9879,3.18,3.1554,3.7445
中债中短期票据收益率曲线(AAA),2020-12-30,2.7643,2.868,3.1712,3.5714,3.7943,3.9858,4.1022,
中债商业银行普通债收益率曲线(AAA),2020-12-30,2.7955,2.8164,3.0115,3.4144,3.5875,3.7568,3.8621,4.4854
中债国债收益率曲线,2020-12-30,2.3502,2.5121,2.5036,2.7943,2.931,3.1451,3.1204,3.7172
中债中短期票据收益率曲线(AAA),2020-12-31,2.6078,2.8078,3.1406,3.544,3.7975,3.989,4.1054,
中债商业银行普通债收益率曲线(AAA),2020-12-31,2.4883,2.7331,3.0115,3.3755,3.5693,3.76,3.8653,4.5186
中债国债收益率曲线,2020-12-31,2.2824,2.4316,2.4739,2.8174,2.9512,3.1699,3.1429,3.7268
中债国债收益率曲线,2021-01-04,2.1518,2.3646,2.4952,2.8784,2.9961,3.2124,3.178,3.7593
中债中短期票据收益率曲线(AAA),2021-01-04,2.5451,2.7874,3.1055,3.5392,3.8034,3.9803,4.1152,
中债商业银行普通债收益率曲线(AAA),2021-01-04,2.4038,2.6436,2.9602,3.3656,3.5791,3.7698,3.8751,4.501
中债中短期票据收益率曲线(AAA),2021-01-05,2.5197,2.7796,3.0698,3.5431,3.8101,3.9878,4.1227,
中债商业银行普通债收益率曲线(AAA),2021-01-05,2.4383,2.6922,2.9118,3.3668,3.5858,3.7773,3.8826,4.4985
中债国债收益率曲线,2021-01-05,2.1029,2.3465,2.4714,2.84,2.9459,3.175,3.1305,3.7222
中债中短期票据收益率曲线(AAA),2021-01-06,2.5,2.757,3.0474,3.5147,3.791,3.9854,4.1203,
中债商业银行普通债收益率曲线(AAA),2021-01-06,2.4336,2.6876,2.8717,3.3352,3.5658,3.7749,3.8802,4.4961
中债国债收益率曲线,2021-01-06,2.0034,2.2397,2.4109,2.7911,2.9335,3.145,3.1256,3.7197
中债中短期票据收益率曲线(AAA),2021-01-07,2.475,2.6884,2.9993,3.4855,3.7552,3.9734,4.1083,
中债商业银行普通债收益率曲线(AAA),2021-01-07,2.438,2.6411,2.852,3.2867,3.5538,3.7629,3.8682,4.4641
中债国债收益率曲线,2021-01-07,1.9879,2.21,2.3568,2.768,2.9252,3.13,3.1256,3.7198
中债国债收益率曲线,2021-01-08,1.897,2.1675,2.3568,2.7768,2.9471,3.1525,3.1456,3.7372
中债中短期票据收益率曲线(AAA),2021-01-08,2.4758,2.6531,2.9652,3.4514,3.7311,3.9493,4.0907,
中债商业银行普通债收益率曲线(AAA),2021-01-08,2.3261,2.6171,2.8355,3.2772,3.5489,3.7388,3.8582,4.4541
中债中短期票据收益率曲线(AAA),2021-01-11,2.4814,2.6975,2.9664,3.4673,3.7211,3.9393,4.0807,
中债商业银行普通债收益率曲线(AAA),2021-01-11,2.378,2.708,2.8149,3.2919,3.5389,3.7288,3.8582,4.4841
中债国债收益率曲线,2021-01-11,1.8756,2.1172,2.3653,2.7939,2.9682,3.17,3.1632,3.7496
中债中短期票据收益率曲线(AAA),2021-01-12,2.4519,2.6654,2.9394,3.4664,3.712,3.9301,4.0715,
中债商业银行普通债收益率曲线(AAA),2021-01-12,2.348,2.68,2.8249,3.3137,3.5369,3.7218,3.8512,4.4771
中债国债收益率曲线,2021-01-12,1.9029,2.13,2.335,2.7499,2.9452,3.1476,3.1457,3.7398
中债中短期票据收益率曲线(AAA),2021-01-13,2.474,2.6795,2.9315,3.4505,3.7024,3.9172,4.0566,
中债商业银行普通债收益率曲线(AAA),2021-01-13,2.275,2.637,2.797,3.3136,3.5319,3.7089,3.8363,4.4622
中债国债收益率曲线,2021-01-13,1.8825,2.0814,2.2914,2.6975,2.8987,3.1105,3.1157,3.7201
中债国债收益率曲线,2021-01-14,1.8529,2.0441,2.3405,2.7305,2.895,3.0918,3.1059,3.7076
中债中短期票据收益率曲线(AAA),2021-01-14,2.4455,2.6503,2.9049,3.4282,3.6799,3.9022,4.0416,
中债商业银行普通债收益率曲线(AAA),2021-01-14,2.3468,2.637,2.7593,3.2716,3.4997,3.6882,3.8213,4.4472
中债中短期票据收益率曲线(AAA),2021-01-15,2.4479,2.582,2.916,3.4591,3.6797,3.902,4.039,
中债商业银行普通债收益率曲线(AAA),2021-01-15,2.4254,2.6287,2.7793,3.286,3.5198,3.7083,3.8414,4.4673
中债国债收益率曲线,2021-01-15,1.8529,2.066,2.3843,2.7875,2.9634,3.1478,3.1508,3.7423
中债中短期票据收益率曲线(AAA),2021-01-18,2.5595,2.6787,2.9268,3.5115,3.7197,3.912,4.049,
中债商业银行普通债收益率曲线(AAA),2021-01-18,2.504,2.7036,2.8294,3.3492,3.557,3.7183,3.8514,4.4773
中债国债收益率曲线,2021-01-18,1.9013,2.125,2.45,2.8422,3.0078,3.1749,3.1658,3.7496
中债中短期票据收益率曲线(AAA),2021-01-19,2.6376,2.7779,2.9662,3.5474,3.7249,3.9203,4.0604,
中债商业银行普通债收益率曲线(AAA),2021-01-19,2.5516,2.722,2.8562,3.3574,3.5622,3.7266,3.8628,4.4887
中债国债收益率曲线,2021-01-19,2.0313,2.1703,2.4859,2.8272,2.993,3.1601,3.1609,3.7472
中债国债收益率曲线,2021-01-20,2.0513,2.175,2.47,2.8014,2.9584,3.1491,3.161,3.7369
中债中短期票据收益率曲线(AAA),2021-01-20,2.6212,2.7703,2.9632,3.5534,3.7099,3.9053,4.0698,
中债商业银行普通债收益率曲线(AAA),2021-01-20,2.4973,2.6914,2.8989,3.3569,3.5506,3.715,3.8512,4.4771
中债中短期票据收益率曲线(AAA),2021-01-21,2.5878,2.7625,2.9494,3.5544,3.7099,3.9074,4.0739,
中债商业银行普通债收益率曲线(AAA),2021-01-21,2.5253,2.656,2.8619,3.3327,3.5486,3.7171,3.8553,4.4712
中债国债收益率曲线,2021-01-21,2.0318,2.1555,2.4475,2.76,2.9244,3.1216,3.1335,3.7198
中债中短期票据收益率曲线(AAA),2021-01-22,2.608,2.7656,2.949,3.5403,3.7004,3.8979,4.0566,
中债商业银行普通债收益率曲线(AAA),2021-01-22,2.521,2.6557,2.858,3.3284,3.5453,3.6985,3.8367,4.4626
中债国债收益率曲线,2021-01-22,2.0316,2.1355,2.4525,2.7645,2.9373,3.1112,3.1185,3.7156
