序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
161,018817,景顺长城中小创精选股票C,2026-07-23,3.566,3.791,0.91,-3.39,-14.73,5.25,20.64,60.92,83.15,57.54,34.16,52.01,60.2697,0.00%
162,001521,国寿安保成长优选股票A,2026-07-23,1.975,2.381,-0.85,-10.67,-28.31,-9.15,10.83,60.83,102.15,48.5,28.0,162.27,60.0486,0.15%
163,000592,建信改革红利股票A,2026-07-23,6.122,6.122,-2.48,-6.09,-17.99,0.81,0.43,60.81,76.73,41.65,12.12,512.2,59.5933,0.15%
164,005495,创金合信科技成长股票A,2026-07-23,2.686,2.686,-2.22,-9.24,-21.3,15.48,18.97,60.78,89.93,42.21,34.83,168.6,59.0384,0.15%
165,010680,华夏新兴成长股票A,2026-07-23,1.2266,1.2266,-1.45,-2.57,-7.45,17.91,18.67,60.65,93.65,74.26,31.82,22.66,59.6096,0.15%
166,009601,招商科技动力3个月滚动持有股票A,2026-07-23,2.1634,2.1634,-5.33,-5.18,-6.88,17.14,7.42,60.49,124.91,167.42,23.87,116.34,58.1086,0.15%
167,016269,建信改革红利股票C,2026-07-23,6.026,6.026,-2.49,-6.11,-18.02,0.7,0.23,60.14,75.28,39.94,11.86,4.6,58.9554,0.00%
168,017916,国寿安保成长优选股票C,2026-07-23,1.308,1.308,-0.91,-10.72,-28.37,-9.29,10.57,60.1,100.31,46.47,27.61,30.8,59.3179,0.00%
169,005496,创金合信科技成长股票C,2026-07-23,2.5667,2.5667,-2.22,-9.25,-21.33,15.34,18.68,59.98,88.05,40.1,34.46,156.67,58.2429,0.00%
170,010495,创金合信创新驱动股票A,2026-07-23,1.1415,1.1415,-2.13,-6.58,-13.15,18.5,8.15,59.78,70.99,37.33,22.89,14.15,57.644,0.15%
171,010681,华夏新兴成长股票C,2026-07-23,1.1799,1.1799,-1.46,-2.58,-7.51,17.71,18.26,59.53,90.92,70.6,31.3,17.99,58.4822,0.00%
172,000793,工银高端制造股票,2026-07-23,2.532,2.532,-0.08,-1.25,-6.5,12.78,14.41,59.35,86.31,63.25,29.12,153.2,57.757,0.15%
173,009602,招商科技动力3个月滚动持有股票C,2026-07-23,2.0647,2.0647,-5.33,-5.19,-6.95,16.91,7.0,59.21,121.37,161.09,23.32,106.47,56.8563,0.00%
174,001245,工银生态环境股票A,2026-07-23,2.928,2.928,0.45,-2.85,-12.57,3.54,8.2,58.96,86.5,59.04,15.32,192.8,58.014,0.15%
175,012835,招商景气精选股票A,2026-07-23,1.7179,1.7179,-1.74,-4.66,-7.06,12.27,12.84,58.9,85.22,120.07,23.55,71.79,59.2713,0.15%
176,010496,创金合信创新驱动股票C,2026-07-23,1.0919,1.0919,-2.13,-6.6,-13.2,18.27,7.72,58.52,68.27,34.09,22.34,9.19,56.3879,0.00%
177,008261,招商研究优选股票A,2026-07-23,2.2553,2.2553,-1.78,-4.47,-6.82,11.86,11.55,58.31,93.24,107.84,21.88,125.53,58.3,0.15%
178,015002,工银生态环境股票C,2026-07-23,2.867,2.867,0.42,-2.88,-12.62,3.43,7.94,58.22,84.73,56.75,15.05,26.13,57.2682,0.00%
179,012836,招商景气精选股票C,2026-07-23,1.6504,1.6504,-1.75,-4.68,-7.11,12.04,12.39,57.65,82.28,114.84,22.99,65.04,58.0086,0.00%
180,008262,招商研究优选股票C,2026-07-23,2.1463,2.1463,-1.78,-4.49,-6.88,11.64,11.11,57.1,90.26,103.0,21.37,114.63,57.0885,0.00%
181,340006,兴全全球视野股票,2026-07-23,3.8019,6.5479,0.89,-5.56,-16.49,-5.06,7.44,56.86,89.73,56.79,19.65,1332.7,55.5988,0.15%
182,671030,西部利得事件驱动股票A,2026-07-23,4.1715,4.1715,-0.63,-9.74,-16.59,-8.98,-8.75,56.36,132.94,107.62,3.69,317.15,54.2258,0.15%
183,001162,前海开源优势蓝筹股票A,2026-07-23,2.174,2.174,-0.46,1.4,0.65,10.13,15.52,56.29,63.09,83.93,20.58,117.4,55.7307,0.15%
184,001409,工银互联网加股票,2026-07-23,0.77,0.77,-0.65,-6.44,-16.3,4.19,17.56,56.19,76.61,44.19,23.6,-23.0,55.2419,0.15%
185,001638,前海开源优势蓝筹股票C,2026-07-23,2.37,2.37,-0.42,1.46,0.64,10.13,15.5,56.13,62.77,83.44,20.49,137.0,55.6139,0.15%
186,023532,西部利得事件驱动股票C,2026-07-23,4.1489,4.1489,-0.63,-9.74,-16.61,-9.07,-8.93,55.75,,,3.46,57.76,53.6174,0.00%
187,001126,摩根卓越制造股票A,2026-07-23,1.9346,2.0641,1.19,-4.88,-19.45,-14.51,-0.06,54.19,75.47,59.95,2.48,108.94,53.8572,0.15%
188,001707,诺安高端制造股票A,2026-07-23,2.4,2.4,-1.03,0.33,1.69,3.18,-1.96,54.14,92.77,67.48,11.11,140.0,50.9434,0.15%
189,000409,鹏华环保产业股票,2026-07-23,4.763,4.763,3.79,1.17,-16.0,-9.03,5.05,53.84,58.34,27.05,10.48,376.3,52.3672,0.15%
190,001677,中银战略新兴产业股票A,2026-07-23,4.4901,4.4901,0.45,0.43,-5.07,2.68,8.17,53.61,103.63,82.3,12.36,349.01,53.1412,0.15%
191,014536,诺安高端制造股票C,2026-07-23,2.353,2.353,-1.05,0.34,1.64,3.11,-2.16,53.59,91.15,65.35,10.89,28.86,50.3514,0.00%
192,000577,安信价值精选股票A,2026-07-23,5.7223,5.7223,1.71,0.03,-1.89,13.59,21.25,53.32,79.7,47.03,27.93,472.23,52.0352,0.15%
193,015075,摩根卓越制造股票C,2026-07-23,1.8861,1.8861,1.19,-4.89,-19.49,-14.63,-0.34,53.29,73.39,57.07,2.14,17.48,52.956,0.00%
194,010812,中银战略新兴产业股票C,2026-07-23,4.39,4.39,0.44,0.42,-5.11,2.57,7.94,53.01,101.93,80.07,12.1,90.87,52.4835,0.00%
195,023178,安信价值精选股票C,2026-07-23,5.6886,5.6886,1.7,0.02,-1.92,13.49,21.01,52.72,,,27.65,66.35,51.4416,0.00%
196,001938,中欧时代先锋股票A,2026-07-23,2.1407,3.4655,0.56,0.62,-2.94,-0.58,1.51,52.14,73.55,57.88,9.35,406.94,50.7854,0.15%
197,000751,嘉实新兴产业股票,2026-07-23,4.852,4.852,-0.02,-1.82,-9.43,7.7,14.89,52.05,75.54,30.54,28.97,385.2,50.7769,0.15%
198,012350,万家元贞量化选股股票A,2026-07-23,1.5949,1.5949,0.2,-4.86,-16.68,-1.19,7.65,51.43,105.61,58.27,17.82,59.49,51.0036,0.15%
199,008934,大成科技消费股票A,2026-07-23,1.2137,1.2137,-1.06,-8.07,-19.94,-0.7,6.1,51.2,73.44,35.07,19.24,21.54,49.5625,0.15%
200,000309,大摩品质生活精选股票A,2026-07-23,5.124,5.124,0.95,1.07,1.67,1.73,9.18,51.06,115.93,64.92,17.52,412.4,50.4404,0.15%
201,004241,中欧时代先锋股票C,2026-07-23,2.0062,3.0964,0.57,0.61,-3.0,-0.78,1.11,50.93,70.81,54.13,8.87,257.24,49.5936,0.00%
202,012351,万家元贞量化选股股票C,2026-07-23,1.5684,1.5684,0.2,-4.86,-16.72,-1.32,7.38,50.69,103.56,55.92,17.49,56.84,50.2587,0.00%
203,005983,摩根核心精选股票A,2026-07-23,1.6538,1.6538,2.91,-3.34,-19.8,-19.27,-4.71,50.48,54.19,13.98,-3.07,65.38,49.2061,0.15%
204,019484,大摩品质生活精选股票C,2026-07-23,5.068,5.068,0.94,1.06,1.62,1.62,8.99,50.48,114.29,,17.26,73.44,49.8522,0.00%
205,000756,建信潜力新蓝筹股票A,2026-07-23,4.905,4.905,-3.01,-7.96,-17.58,11.78,7.21,50.37,78.36,49.22,23.18,390.5,47.4744,0.15%
206,001028,华安物联网主题股票A,2026-07-23,1.831,1.831,-0.81,-4.29,-10.81,5.23,7.96,50.08,100.33,58.53,18.13,83.1,47.8998,0.15%
207,008935,大成科技消费股票C,2026-07-23,1.1567,1.1567,-1.07,-8.08,-20.0,-0.87,5.71,50.03,70.71,31.88,18.72,15.83,48.39,0.00%
208,001042,华夏领先股票,2026-07-23,0.763,0.763,1.6,-11.69,-33.3,-1.42,6.12,49.9,60.97,8.38,28.24,-23.7,48.4436,0.15%
209,014967,建信潜力新蓝筹股票C,2026-07-23,4.816,4.816,-3.02,-7.97,-17.6,11.66,7.0,49.8,76.93,47.41,22.89,48.55,46.874,0.00%
210,001008,工银国企改革股票,2026-07-23,3.061,3.061,2.44,7.29,-2.64,4.9,0.13,49.76,62.04,51.76,14.99,206.1,49.0263,0.15%
211,005328,前海开源价值策略股票,2026-07-23,1.0551,1.0551,-1.17,-10.46,-30.36,-16.73,-4.78,49.62,67.1,28.75,12.82,5.51,48.8362,0.15%
212,014937,摩根核心精选股票C,2026-07-23,1.6106,1.6106,2.9,-3.35,-19.84,-19.39,-4.98,49.6,52.36,11.95,-3.39,-36.39,48.333,0.00%
213,016292,华安物联网主题股票C,2026-07-23,1.785,1.785,-0.83,-4.34,-10.84,5.06,7.66,49.12,97.46,55.35,17.74,33.51,46.9136,0.00%
214,024804,华夏量化选股股票A,2026-07-23,1.6831,1.6831,0.86,-2.14,-9.97,6.26,17.46,49.01,,,32.26,48.99,48.4346,0.10%
215,001476,中银智能制造股票A,2026-07-23,2.8619,2.8619,-0.68,-6.77,-17.79,-2.82,1.77,48.98,92.2,55.71,7.51,186.19,46.9902,0.15%
216,005660,嘉实资源精选股票A,2026-07-23,4.8539,4.8539,3.3,8.87,10.64,-9.8,-16.07,48.96,83.33,93.92,-4.84,385.39,46.061,0.15%
217,012181,中银智能制造股票C,2026-07-23,2.8055,2.8055,-0.68,-6.78,-17.81,-2.89,1.57,48.36,90.59,53.81,7.28,76.34,46.4248,0.00%
218,005661,嘉实资源精选股票C,2026-07-23,4.6746,4.6746,3.3,8.86,10.59,-9.92,-16.28,48.24,81.53,91.07,-5.1,367.46,45.35,0.00%
219,024805,华夏量化选股股票C,2026-07-23,1.6054,1.6054,0.85,-2.16,-10.02,6.1,17.11,48.11,,,31.81,48.09,47.5416,0.00%
220,001825,建信中国制造2025股票A,2026-07-23,2.0133,2.0133,-1.9,-5.8,-17.82,11.18,16.98,47.99,38.49,17.49,38.58,101.33,46.7634,0.15%
221,001158,工银新材料新能源股票,2026-07-23,1.978,1.978,3.18,3.07,-9.56,-11.85,-5.63,47.72,64.83,42.61,4.93,97.8,46.8448,0.15%
222,001576,国泰智能装备股票A,2026-07-23,2.8982,3.0002,0.17,-2.7,-10.55,10.18,1.83,47.42,76.08,27.84,10.42,201.82,45.9315,0.15%
223,014380,建信中国制造2025股票C,2026-07-23,1.9762,1.9762,-1.9,-5.81,-17.85,11.07,16.74,47.39,37.39,16.08,38.27,-24.05,46.1686,0.00%
224,003069,光大创业板量化优选A,2026-07-23,2.13,2.13,0.64,-2.2,-15.77,-2.06,6.34,47.18,98.55,62.37,11.74,113.0,45.0657,0.15%
225,010892,中银证券精选行业股票A,2026-07-23,0.6564,0.6564,-2.63,-11.07,-21.57,-7.3,3.8,47.08,72.28,8.21,6.47,-34.36,47.3401,0.15%
226,011322,国泰智能装备股票C,2026-07-23,2.8352,2.9362,0.17,-2.71,-10.58,10.06,1.62,46.83,74.69,26.35,10.16,9.83,45.3203,0.00%
227,010893,中银证券精选行业股票C,2026-07-23,0.6423,0.6423,-2.62,-11.08,-21.58,-7.38,3.61,46.51,70.96,6.94,6.25,-35.77,46.7779,0.00%
228,020276,银河新材料股票发起式A,2026-07-23,1.6565,1.6565,0.22,0.59,-12.62,-0.17,-11.15,46.3,74.92,,4.64,65.65,44.9003,0.15%
229,003070,光大创业板量化优选C,2026-07-23,1.9143,1.9143,0.64,-2.21,-15.8,-2.26,5.97,46.27,96.48,59.95,11.32,91.43,44.1817,0.00%
230,000549,华安大国新经济股票A,2026-07-23,4.19,4.19,-0.8,-4.51,-12.6,4.1,6.0,46.04,89.59,47.85,16.23,319.0,43.7886,0.15%
231,013899,摩根全景优势股票A,2026-07-23,1.1292,1.1292,1.56,-0.48,-11.39,-3.33,3.38,45.99,68.14,52.8,11.32,12.92,44.6024,0.15%
232,008085,海富通先进制造股票A,2026-07-23,1.7489,1.7489,-1.25,-2.1,-19.14,-0.83,3.39,45.91,95.28,46.54,8.2,74.89,44.9925,0.15%
233,001764,广发沪港深新机遇股票,2026-07-23,1.64,1.777,-1.26,-0.67,-10.92,13.97,22.66,45.78,82.83,61.26,33.88,83.14,44.7485,0.15%
234,023647,广发科技智选股票发起式A,2026-07-23,1.5771,1.6334,-0.54,-7.97,-17.39,1.25,6.73,45.73,,,17.67,64.69,43.7581,0.15%
235,020277,银河新材料股票发起式C,2026-07-23,1.6418,1.6418,0.22,0.58,-12.67,-0.33,-11.42,45.42,72.84,,4.29,64.18,44.0428,0.00%
236,008084,海富通先进制造股票C,2026-07-23,1.7033,1.7033,-1.25,-2.11,-19.16,-0.93,3.19,45.32,93.71,44.76,7.95,70.33,44.4086,0.00%
237,019824,国寿安保新材料股票发起式A,2026-07-23,2.0981,2.0981,-0.53,-11.07,-27.83,-8.37,9.37,45.29,126.85,,22.44,109.81,43.4795,0.12%
238,013900,摩根全景优势股票C,2026-07-23,1.1039,1.1039,1.55,-0.49,-11.43,-3.45,3.13,45.27,66.48,50.52,11.0,10.39,43.8869,0.00%
239,016291,华安大国新经济股票C,2026-07-23,4.094,4.094,-0.8,-4.52,-12.63,3.94,5.68,45.18,87.28,45.18,15.81,22.69,42.9469,0.00%
240,011269,中银证券优势制造股票A,2026-07-23,1.5067,1.5067,-3.34,-13.44,-22.64,1.18,12.03,45.13,108.11,41.2,14.53,50.67,45.1961,0.15%
241,009379,中银成长优选股票A,2026-07-23,1.2254,1.2254,-0.61,-7.57,-19.52,-4.55,-0.7,45.1,80.71,36.61,5.16,22.54,43.4391,0.15%
242,007674,工银产业升级股票A,2026-07-23,1.6438,1.6438,1.16,-0.05,-11.92,-10.75,-7.67,45.07,81.78,25.31,3.71,64.38,44.5989,0.15%
243,015904,广发新能源精选股票A,2026-07-23,1.2174,1.2174,3.37,-2.13,-16.31,-11.75,-3.89,45.05,84.82,54.53,6.2,21.74,43.0552,0.15%
244,023648,广发科技智选股票发起式C,2026-07-23,1.5653,1.6214,-0.53,-7.98,-17.43,1.1,6.42,44.86,,,17.28,63.46,42.9093,0.00%
245,019825,国寿安保新材料股票发起式C,2026-07-23,2.0768,2.0768,-0.53,-11.08,-27.86,-8.48,9.1,44.56,124.64,,22.09,107.68,42.7648,0.00%
246,011270,中银证券优势制造股票C,2026-07-23,1.4757,1.4757,-3.34,-13.45,-22.67,1.08,11.81,44.55,106.36,39.41,14.27,47.57,44.6198,0.00%
247,010003,景顺长城电子信息产业股票A,2026-07-23,1.9396,1.9396,-3.17,-6.31,-14.18,4.91,4.2,44.54,108.49,72.55,21.45,93.96,43.0911,0.15%
248,014455,中银成长优选股票C,2026-07-23,1.1927,1.1927,-0.61,-7.58,-19.56,-4.69,-1.0,44.24,78.57,34.16,4.81,0.19,42.5822,0.00%
249,011229,创金合信数字经济主题股票A,2026-07-23,2.1328,2.1328,-1.99,-6.67,-13.07,17.3,6.05,44.21,80.65,45.99,15.17,113.28,42.272,0.15%
250,015905,广发新能源精选股票C,2026-07-23,1.1912,1.1912,3.38,-2.14,-16.35,-11.88,-4.18,44.18,82.64,51.78,5.85,19.12,42.2159,0.00%
251,022327,宏利高端装备股票A,2026-07-23,1.6292,1.6292,2.27,7.28,2.03,-4.41,-3.53,44.1,,,9.42,62.92,42.687,0.15%
252,010004,景顺长城电子信息产业股票C,2026-07-23,1.8954,1.8954,-3.16,-6.32,-14.2,4.81,3.99,43.97,106.9,70.54,21.18,89.54,42.522,0.00%
253,009341,易方达均衡成长股票,2026-07-23,1.545,1.545,-1.76,-5.1,-10.6,-0.04,-4.07,43.96,78.96,50.75,1.76,54.5,42.4488,0.15%
254,007675,工银产业升级股票C,2026-07-23,1.5667,1.5667,1.16,-0.07,-11.98,-10.93,-8.03,43.92,79.67,22.89,3.24,56.67,43.4576,0.00%
255,009988,信澳蓝筹精选股票A,2026-07-23,0.8784,0.8784,0.76,2.59,-5.07,3.04,1.55,43.74,47.14,16.61,14.66,-12.16,43.4122,0.15%
256,022328,宏利高端装备股票C,2026-07-23,1.6197,1.6197,2.27,7.27,2.0,-4.5,-3.72,43.54,,,9.19,61.97,42.1413,0.00%
257,011230,创金合信数字经济主题股票C,2026-07-23,2.1501,2.1501,-2.0,-6.68,-13.11,17.15,5.78,43.48,85.35,49.02,14.84,115.01,41.5564,0.00%
258,017073,嘉实清洁能源股票发起式A,2026-07-23,1.0505,1.0505,4.74,0.53,-19.24,-20.17,-17.19,43.43,92.65,22.85,-9.81,5.05,40.5727,0.15%
259,022292,前海开源优选领航股票A,2026-07-23,1.6208,1.6208,-0.1,1.64,0.19,7.68,10.03,43.42,,,16.26,62.08,42.4503,0.15%
260,024168,信澳蓝筹精选股票C,2026-07-23,0.8732,0.8732,0.75,2.58,-5.11,2.9,1.26,42.91,,,14.28,50.53,42.5865,0.00%
261,022003,博道大盘成长股票A,2026-07-23,1.7061,1.7061,0.67,-6.71,-22.0,-2.9,-2.54,42.9,,,11.18,70.61,41.3622,0.15%
262,022293,前海开源优选领航股票C,2026-07-23,1.6101,1.6101,-0.11,1.63,0.16,7.57,9.78,42.8,,,15.97,61.01,41.834,0.00%
263,019902,国寿安保先进制造股票发起式A,2026-07-23,1.5333,1.5333,-1.88,-12.08,-29.26,-8.89,-10.81,42.62,68.24,,5.7,53.33,40.9154,0.12%
264,017074,嘉实清洁能源股票发起式C,2026-07-23,1.0275,1.0275,4.73,0.51,-19.29,-20.29,-17.44,42.59,90.38,20.64,-10.11,2.75,39.7579,0.00%
265,020698,国泰海通科创板量化选股股票发起A,2026-07-23,2.0025,2.0025,-2.38,-7.19,-16.29,1.55,0.19,42.25,117.59,,14.91,100.25,40.4475,0.15%
266,022004,博道大盘成长股票C,2026-07-23,1.692,1.692,0.67,-6.72,-22.04,-3.03,-2.79,42.2,,,10.87,69.2,40.6718,0.00%
267,005268,鹏华优势企业,2026-07-23,2.4523,2.4523,-1.66,-10.5,-26.05,2.71,24.11,42.09,66.09,46.05,33.45,145.23,41.9402,0.15%
268,019903,国寿安保先进制造股票发起式C,2026-07-23,1.5119,1.5119,-1.89,-12.09,-29.29,-9.0,-11.04,41.91,66.51,,5.4,51.19,40.2114,0.00%
269,003624,创金合信资源股票发起式A,2026-07-23,3.8548,3.8548,3.03,7.76,-0.73,-13.36,-21.58,41.78,63.33,72.53,-8.05,285.48,39.8795,0.15%
270,020699,国泰海通科创板量化选股股票发起C,2026-07-23,1.9843,1.9843,-2.39,-7.19,-16.32,1.45,-0.02,41.67,115.85,,14.65,98.43,39.8872,0.00%
271,003625,创金合信资源股票发起式C,2026-07-23,3.6687,3.6687,3.03,7.75,-0.77,-13.47,-21.78,41.08,61.72,69.96,-8.31,266.87,39.1873,0.00%
272,004640,华夏节能环保股票A,2026-07-23,2.5232,2.5232,2.02,-13.49,-35.95,-7.59,1.14,40.55,81.55,27.63,22.97,152.32,39.0729,0.15%
273,024377,易方达科智量化选股股票发起式A,2026-07-23,1.4909,1.4909,0.49,-3.13,-11.74,-5.62,3.57,39.99,,,14.12,49.09,39.1414,0.15%
274,010322,大摩新兴产业股票,2026-07-23,1.363,1.363,0.27,-2.61,-12.62,5.41,-1.62,39.92,93.36,50.69,6.94,36.3,39.623,0.15%
275,020720,国寿安保高端装备股票发起式A,2026-07-23,1.3653,1.3653,-3.44,-11.17,-28.43,-0.24,8.07,39.77,39.99,,15.22,36.53,38.4545,0.12%
276,015060,华夏节能环保股票C,2026-07-23,2.4584,2.4584,2.02,-13.5,-35.99,-7.71,0.86,39.73,79.41,25.37,22.58,8.88,38.2677,0.00%
277,016449,南方新材料股票发起A,2026-07-23,1.2935,1.2935,2.36,7.72,-5.49,-0.55,-6.79,39.58,79.9,37.05,5.41,29.35,38.4904,0.15%
278,024378,易方达科智量化选股股票发起式C,2026-07-23,1.4844,1.4844,0.49,-3.14,-11.77,-5.71,3.37,39.45,,,13.88,48.44,38.6124,0.00%
279,005009,申万菱信行业轮动股票A,2026-07-23,2.3944,2.3944,1.38,-0.47,-19.86,-14.5,-17.84,39.28,70.87,56.85,-2.68,139.42,37.7675,0.15%
280,016450,南方新材料股票发起C,2026-07-23,1.278,1.278,2.35,7.71,-5.52,-0.65,-6.97,39.17,78.74,35.6,5.19,27.8,38.0875,0.00%
281,001725,汇添富高端制造股票A,2026-07-23,3.38,3.38,1.23,4.87,6.56,9.28,13.01,39.15,57.87,47.79,17.81,238.0,38.9803,0.15%
282,020721,国寿安保高端装备股票发起式C,2026-07-23,1.3529,1.3529,-3.43,-11.18,-28.46,-0.35,7.83,39.1,38.63,,14.91,35.29,37.7839,0.00%
283,008264,南方ESG股票A,2026-07-23,1.7456,1.7456,-0.6,-1.03,-15.46,0.72,4.63,39.01,75.74,70.12,13.24,74.56,37.503,0.15%
284,015145,同泰新能源1年持有股票A,2026-07-23,1.2635,1.2635,1.71,-6.81,-29.08,-16.45,-17.49,38.88,69.78,38.56,-4.76,26.35,37.7562,0.15%
285,001208,诺安低碳经济股票A,2026-07-23,2.701,3.329,0.11,-0.59,-4.93,3.69,2.62,38.87,71.83,58.78,10.11,273.61,37.3157,0.15%
286,000925,汇添富外延增长股票A,2026-07-23,2.049,2.306,1.44,4.49,2.71,1.64,3.48,38.82,55.14,72.33,9.92,142.64,38.7271,0.15%
287,015157,申万菱信行业轮动股票C,2026-07-23,2.3479,2.3479,1.38,-0.48,-19.88,-14.58,-17.99,38.77,69.56,54.58,-2.89,16.8,37.264,0.00%
288,015408,景顺长城成长趋势股票A,2026-07-23,1.4501,1.4501,-1.27,-4.42,-14.77,2.72,14.95,38.53,59.98,,24.78,45.01,38.0785,0.15%
289,011424,汇添富外延增长股票C,2026-07-23,1.991,2.248,1.43,4.51,2.68,1.53,3.32,38.36,53.94,70.22,9.76,24.4,38.2639,0.00%
290,015114,汇添富高端制造股票C,2026-07-23,3.295,3.295,1.2,4.87,6.5,9.11,12.69,38.33,56.16,45.28,17.43,30.91,38.1551,0.00%
291,015146,同泰新能源1年持有股票C,2026-07-23,1.2444,1.2444,1.72,-6.81,-29.1,-16.53,-17.65,38.33,68.41,36.91,-4.96,24.44,37.2147,0.00%
292,010349,诺安低碳经济股票C,2026-07-23,2.64,3.26,0.11,-0.6,-4.97,3.53,2.37,38.15,70.14,56.45,9.77,116.84,36.646,0.00%
293,004476,景顺长城沪港深领先科技股票A,2026-07-23,2.333,2.333,0.17,-3.48,-12.72,10.0,17.35,37.88,77.41,50.61,23.77,133.3,37.4779,0.15%
294,008265,南方ESG股票C,2026-07-23,1.6772,1.6772,-0.6,-1.04,-15.49,0.57,4.32,37.75,73.59,67.02,12.5,67.72,36.247,0.00%
295,006257,信澳先进智造股票型A,2026-07-23,2.7594,3.3797,-4.33,-7.22,-12.23,17.43,4.25,37.72,121.82,67.38,19.87,261.42,36.8818,0.15%
296,015409,景顺长城成长趋势股票C,2026-07-23,1.4224,1.4224,-1.28,-4.43,-14.81,2.42,14.44,37.5,57.87,,24.18,42.24,37.046,0.00%
297,023854,景顺长城沪港深领先科技股票C,2026-07-23,2.324,2.324,0.17,-3.49,-12.76,9.83,16.96,37.11,,,23.29,48.03,36.7059,0.00%
298,024169,信澳先进智造股票型C,2026-07-23,2.7438,2.7438,-4.33,-7.23,-12.27,17.3,3.98,36.98,,,19.51,39.64,36.1417,0.00%
299,001541,汇添富民营新动力股票,2026-07-23,2.257,2.257,1.07,-1.83,-13.49,-1.1,3.77,36.21,85.0,45.33,14.11,125.7,34.7463,0.15%
300,005802,汇添富智能制造股票A,2026-07-23,1.8289,1.8289,1.15,0.63,-6.33,-4.73,2.7,36.03,71.02,45.02,9.46,82.89,35.024,0.15%
301,014187,华夏量化优选股票A,2026-07-23,1.2688,1.2688,0.3,0.41,-6.23,1.92,1.9,35.96,73.71,53.24,14.79,26.88,34.7923,0.15%
302,000457,摩根核心成长股票A,2026-07-23,3.6253,3.9343,1.43,-0.14,-4.65,-8.73,7.36,35.28,95.24,64.2,5.67,323.41,34.1511,0.15%
303,015196,汇添富智能制造股票C,2026-07-23,1.7801,1.7801,1.15,0.62,-6.37,-4.87,2.39,35.19,68.94,42.4,9.08,7.82,34.1953,0.00%
304,014188,华夏量化优选股票C,2026-07-23,1.2285,1.2285,0.29,0.39,-6.29,1.75,1.55,35.01,71.29,50.05,14.35,22.85,33.8527,0.00%
305,005161,华商上游产业股票A,2026-07-23,3.7425,3.7425,1.92,2.72,-9.59,-16.58,-20.66,34.98,65.74,63.14,-10.22,274.25,33.6607,0.15%
306,020236,路博迈中国动力股票A,2026-07-23,1.6451,1.6451,0.31,-4.96,-22.04,-13.04,-8.68,34.65,70.3,,3.9,64.51,34.0859,0.08%
307,015170,摩根核心成长股票C,2026-07-23,3.546,3.546,1.42,-0.15,-4.69,-8.85,7.09,34.62,93.24,61.7,5.38,27.22,33.504,0.00%
308,011498,富国沪深300基本面精选股票A,2026-07-23,1.1798,1.1798,0.51,-0.09,-2.1,-2.39,-1.15,34.4,70.07,46.45,3.94,17.98,33.9616,0.15%
309,011882,招商蓝筹精选股票A,2026-07-23,1.0403,1.0403,-0.12,-1.22,-2.47,4.26,2.73,34.2,81.81,54.71,13.46,4.03,32.7421,0.15%
310,018023,华商上游产业股票C,2026-07-23,3.6677,3.6677,1.91,2.71,-9.64,-16.7,-20.9,34.17,63.76,60.23,-10.52,50.55,32.8636,0.00%
311,020237,路博迈中国动力股票C,2026-07-23,1.628,1.628,0.31,-4.96,-22.06,-13.15,-8.9,33.94,68.74,,3.6,62.8,33.377,0.00%
312,001421,南方量化成长股票A,2026-07-23,1.4948,1.4948,0.44,-4.04,-11.31,-5.89,-5.62,33.73,64.75,33.58,7.42,49.48,33.512,0.15%
313,008854,南方内需增长两年股票A,2026-07-23,1.3102,1.3102,-1.29,-2.37,-1.67,9.82,8.54,33.72,62.84,47.11,12.17,31.02,33.3673,0.15%
314,003053,嘉实文体娱乐股票A,2026-07-23,2.562,2.562,-3.58,-3.21,-14.26,19.89,13.61,33.65,95.87,29.13,26.96,156.2,33.0218,0.15%
315,011499,富国沪深300基本面精选股票C,2026-07-23,1.1439,1.1439,0.52,-0.1,-2.14,-2.53,-1.44,33.6,68.07,43.85,3.6,14.39,33.1665,0.00%
316,000746,招商行业精选股票基金,2026-07-23,6.13,6.13,0.07,1.71,-0.54,-5.97,-4.7,33.23,59.26,92.22,7.13,513.0,32.6266,0.15%
317,005635,博时量化多策略股票A,2026-07-23,1.811,2.0772,-0.32,-2.4,-8.64,1.62,-0.94,33.2,67.8,45.02,7.68,120.14,32.3071,0.15%
318,003054,嘉实文体娱乐股票C,2026-07-23,2.445,2.445,-3.55,-3.21,-14.24,19.79,13.4,33.03,93.89,27.21,26.62,144.5,32.3768,0.00%
319,011883,招商蓝筹精选股票C,2026-07-23,0.9986,0.9986,-0.12,-1.25,-2.54,4.04,2.29,33.0,78.74,50.89,12.85,-0.14,31.5679,0.00%
320,001605,国富沪港深成长精选股票A,2026-07-23,2.3904,2.3904,0.72,-0.47,-0.91,4.27,4.27,32.95,70.6,52.07,12.14,139.04,31.8114,0.15%
321,001542,国泰互联网+股票,2026-07-23,2.341,2.5,-3.3,-4.99,-19.08,10.58,0.26,32.94,31.74,9.49,8.73,157.69,32.5595,0.15%
322,008855,南方内需增长两年股票C,2026-07-23,1.2607,1.2607,-1.28,-2.38,-1.72,9.66,8.21,32.92,60.89,44.49,11.79,26.07,32.5657,0.00%
